gene_id,tissue,method,cs_id,modality,n_scored,cs_score,cs_size
ENSG00000004399,DLPFC,ash,1,DNASE,19,0.5231967972106137,19
ENSG00000004399,DLPFC,ash,1,RNA_SEQ,19,0.627275892637476,19
ENSG00000004399,DLPFC,ash,2,CHIP_HISTONE,1,0.019927271952231724,1
ENSG00000004399,DLPFC,ash,2,CHIP_TF,1,0.10345243662595749,1
ENSG00000004399,DLPFC,ash,2,DNASE,1,0.4498494267463684,1
ENSG00000004399,DLPFC,ash,2,RNA_SEQ,1,0.9993914067745209,1
ENSG00000004399,DLPFC,inf,1,CHIP_HISTONE,19,0.1883437218928824,19
ENSG00000004399,DLPFC,inf,1,CHIP_TF,19,0.4239992460521784,19
ENSG00000004399,DLPFC,inf,1,DNASE,19,0.5233333658106182,19
ENSG00000004399,DLPFC,inf,1,RNA_SEQ,19,0.6274977988561211,19
ENSG00000004399,DLPFC,inf,2,CHIP_HISTONE,1,0.019927271952231724,1
ENSG00000004399,DLPFC,inf,2,CHIP_TF,1,0.10345243662595749,1
ENSG00000004399,DLPFC,inf,2,DNASE,1,0.4498494267463684,1
ENSG00000004399,DLPFC,inf,2,RNA_SEQ,1,0.9993914067745209,1
ENSG00000004399,DLPFC,standard,1,CHIP_HISTONE,19,0.1927696681613968,19
ENSG00000004399,DLPFC,standard,1,CHIP_TF,19,0.4310298874215993,19
ENSG00000004399,DLPFC,standard,1,DNASE,19,0.5241855066685823,19
ENSG00000004399,DLPFC,standard,1,RNA_SEQ,19,0.626654295113711,19
ENSG00000004399,DLPFC,standard,2,CHIP_HISTONE,1,0.019927271952231724,1
ENSG00000004399,DLPFC,standard,2,CHIP_TF,1,0.10345243662595748,1
ENSG00000004399,DLPFC,standard,2,DNASE,1,0.4498494267463684,1
ENSG00000004399,DLPFC,standard,2,RNA_SEQ,1,0.9993914067745209,1
ENSG00000004399,PCC,ash,1,CHIP_HISTONE,21,0.3298501322076807,21
ENSG00000004399,PCC,ash,1,DNASE,21,0.5223981064920944,21
ENSG00000004399,PCC,inf,1,CHIP_HISTONE,21,0.3219761534266293,21
ENSG00000004399,PCC,inf,1,DNASE,21,0.5144917429882371,21
ENSG00000004399,PCC,standard,1,CHIP_HISTONE,21,0.32992988175301224,21
ENSG00000004399,PCC,standard,1,DNASE,21,0.5227927403030881,21
ENSG00000004766,AC,ash,1,CHIP_HISTONE,1,0.13352736830711365,1
ENSG00000004766,AC,ash,1,RNA_SEQ,1,0.997084379196167,1
ENSG00000004766,AC,inf,1,CHIP_HISTONE,1,0.13352736830711365,1
ENSG00000004766,AC,inf,1,RNA_SEQ,1,0.997084379196167,1
ENSG00000004766,AC,standard,1,CHIP_HISTONE,1,0.13352736830711365,1
ENSG00000004766,AC,standard,1,RNA_SEQ,1,0.997084379196167,1
ENSG00000005156,AC,ash,1,CHIP_HISTONE,9,0.46329457365093885,9
ENSG00000005156,AC,ash,1,RNA_SEQ,9,0.4577926168550896,9
ENSG00000005156,AC,ash,2,CHIP_HISTONE,22,0.3465575184038101,22
ENSG00000005156,AC,ash,2,RNA_SEQ,22,0.5483339290999256,22
ENSG00000005156,AC,inf,1,CHIP_HISTONE,9,0.46436494040651105,9
ENSG00000005156,AC,inf,1,RNA_SEQ,9,0.45977492387198365,9
ENSG00000005156,AC,inf,2,CHIP_HISTONE,23,0.3509823240084504,23
ENSG00000005156,AC,inf,2,RNA_SEQ,23,0.5472205340987196,23
ENSG00000005156,AC,standard,1,CHIP_HISTONE,9,0.46030533368845494,9
ENSG00000005156,AC,standard,1,RNA_SEQ,9,0.4542186218320608,9
ENSG00000005156,AC,standard,2,CHIP_HISTONE,22,0.3457771818657726,22
ENSG00000005156,AC,standard,2,RNA_SEQ,22,0.5488705730755976,22
ENSG00000005156,DLPFC,ash,1,CHIP_HISTONE,8,0.25725055350480974,8
ENSG00000005156,DLPFC,ash,1,CHIP_TF,8,0.4266877987561501,8
ENSG00000005156,DLPFC,ash,1,DNASE,8,0.4473938327893263,8
ENSG00000005156,DLPFC,ash,1,RNA_SEQ,8,0.4191467257548134,8
ENSG00000005156,DLPFC,ash,2,CHIP_HISTONE,21,0.43347198147127153,21
ENSG00000005156,DLPFC,ash,2,CHIP_TF,21,0.6507810698544473,21
ENSG00000005156,DLPFC,ash,2,DNASE,21,0.6028117322602565,21
ENSG00000005156,DLPFC,ash,2,RNA_SEQ,21,0.6882157437006815,21
ENSG00000005156,DLPFC,inf,1,CHIP_HISTONE,8,0.24797333161746107,8
ENSG00000005156,DLPFC,inf,1,CHIP_TF,8,0.4323200726069827,8
ENSG00000005156,DLPFC,inf,1,DNASE,8,0.4436035062488199,8
ENSG00000005156,DLPFC,inf,1,RNA_SEQ,8,0.41754061682293714,8
ENSG00000005156,DLPFC,inf,2,CHIP_HISTONE,22,0.436575850837559,22
ENSG00000005156,DLPFC,inf,2,CHIP_TF,22,0.6552559645341748,22
ENSG00000005156,DLPFC,inf,2,DNASE,22,0.6051129137898776,22
ENSG00000005156,DLPFC,inf,2,RNA_SEQ,22,0.6884513668346045,22
ENSG00000005156,DLPFC,standard,1,CHIP_HISTONE,8,0.2559397965157396,8
ENSG00000005156,DLPFC,standard,1,CHIP_TF,8,0.4117821614964405,8
ENSG00000005156,DLPFC,standard,1,DNASE,8,0.43922224340784544,8
ENSG00000005156,DLPFC,standard,1,RNA_SEQ,8,0.41079717221652523,8
ENSG00000005156,DLPFC,standard,2,CHIP_HISTONE,22,0.43657585025617696,22
ENSG00000005156,DLPFC,standard,2,CHIP_TF,22,0.6552559640819468,22
ENSG00000005156,DLPFC,standard,2,DNASE,22,0.6051129135724327,22
ENSG00000005156,DLPFC,standard,2,RNA_SEQ,22,0.688451366204845,22
ENSG00000005156,PCC,ash,1,CHIP_HISTONE,21,0.3371748056885537,21
ENSG00000005156,PCC,ash,1,DNASE,21,0.6437003116217714,21
ENSG00000005156,PCC,inf,1,CHIP_HISTONE,21,0.32874473253761594,21
ENSG00000005156,PCC,inf,1,DNASE,21,0.6364006242440262,21
ENSG00000005156,PCC,standard,1,CHIP_HISTONE,21,0.34056499426220604,21
ENSG00000005156,PCC,standard,1,DNASE,21,0.645077366931999,21
ENSG00000005194,AC,ash,1,CHIP_HISTONE,2,0.20061426982283592,2
ENSG00000005194,AC,ash,1,RNA_SEQ,2,0.44628120958805084,2
ENSG00000005194,AC,inf,1,CHIP_HISTONE,2,0.20061426982283634,2
ENSG00000005194,AC,inf,1,RNA_SEQ,2,0.44628120958805134,2
ENSG00000005194,AC,standard,1,CHIP_HISTONE,2,0.2006142698228359,2
ENSG00000005194,AC,standard,1,RNA_SEQ,2,0.44628120958805084,2
ENSG00000005436,AC,ash,1,CHIP_HISTONE,21,0.3464707933181505,21
ENSG00000005436,AC,ash,1,RNA_SEQ,21,0.5842542600859145,21
ENSG00000005436,AC,inf,1,CHIP_HISTONE,22,0.3423623937648744,22
ENSG00000005436,AC,inf,1,RNA_SEQ,22,0.5891870727588598,22
ENSG00000005436,AC,standard,1,CHIP_HISTONE,21,0.3471365273192476,21
ENSG00000005436,AC,standard,1,RNA_SEQ,21,0.5830710321924593,21
ENSG00000005436,PCC,ash,1,CHIP_HISTONE,27,0.3301466863070344,27
ENSG00000005436,PCC,ash,1,DNASE,27,0.5498017024174664,27
ENSG00000005436,PCC,inf,1,CHIP_HISTONE,28,0.33176901179924884,28
ENSG00000005436,PCC,inf,1,DNASE,28,0.5678153124965355,28
ENSG00000005436,PCC,standard,1,CHIP_HISTONE,28,0.33351253191102204,28
ENSG00000005436,PCC,standard,1,DNASE,28,0.5472758840274923,28
ENSG00000006282,AC,ash,1,CHIP_HISTONE,1,0.35304573383182286,1
ENSG00000006282,AC,ash,1,RNA_SEQ,1,0.9668693542480469,1
ENSG00000006282,AC,ash,2,CHIP_HISTONE,3,0.23776041666666664,3
ENSG00000006282,AC,ash,2,RNA_SEQ,3,0.7005947430928549,3
ENSG00000006282,AC,inf,1,CHIP_HISTONE,1,0.35304573383182286,1
ENSG00000006282,AC,inf,1,RNA_SEQ,1,0.9668693542480469,1
ENSG00000006282,AC,inf,2,CHIP_HISTONE,3,0.23776041666665532,3
ENSG00000006282,AC,inf,2,RNA_SEQ,3,0.7005947430929547,3
ENSG00000006282,AC,inf,4,CHIP_HISTONE,5,0.5730359884699467,5
ENSG00000006282,AC,inf,4,RNA_SEQ,5,0.9715858098182609,5
ENSG00000006282,AC,standard,1,CHIP_HISTONE,1,0.35304573383182286,1
ENSG00000006282,AC,standard,1,RNA_SEQ,1,0.9668693542480469,1
ENSG00000006282,AC,standard,2,CHIP_HISTONE,3,0.23776041666666667,3
ENSG00000006282,AC,standard,2,RNA_SEQ,3,0.7005947430928547,3
ENSG00000006282,AC,standard,3,CHIP_HISTONE,1,0.7178101062774658,1
ENSG00000006282,AC,standard,3,RNA_SEQ,1,0.3431120812892914,1
ENSG00000006282,DLPFC,ash,1,CHIP_HISTONE,2,0.5664183381725242,2
ENSG00000006282,DLPFC,ash,1,CHIP_TF,2,0.6648534951898408,2
ENSG00000006282,DLPFC,ash,1,DNASE,2,0.8005056877044491,2
ENSG00000006282,DLPFC,ash,1,RNA_SEQ,2,0.995725678369621,2
ENSG00000006282,DLPFC,ash,2,CHIP_HISTONE,4,0.20044351477796832,4
ENSG00000006282,DLPFC,ash,2,CHIP_TF,4,0.557417556643486,4
ENSG00000006282,DLPFC,ash,2,DNASE,4,0.5751571655273438,4
ENSG00000006282,DLPFC,ash,2,RNA_SEQ,4,0.6646588239818813,4
ENSG00000006282,DLPFC,inf,1,CHIP_HISTONE,2,0.5605386791099868,2
ENSG00000006282,DLPFC,inf,1,CHIP_TF,2,0.6487700884270992,2
ENSG00000006282,DLPFC,inf,1,DNASE,2,0.7807283139293508,2
ENSG00000006282,DLPFC,inf,1,RNA_SEQ,2,0.9950903093408533,2
ENSG00000006282,DLPFC,inf,2,CHIP_HISTONE,4,0.20044351477798134,4
ENSG00000006282,DLPFC,inf,2,CHIP_TF,4,0.557417556643504,4
ENSG00000006282,DLPFC,inf,2,DNASE,4,0.5751571655273328,4
ENSG00000006282,DLPFC,inf,2,RNA_SEQ,4,0.6646588239819027,4
ENSG00000006282,DLPFC,standard,1,CHIP_HISTONE,2,0.560413666446252,2
ENSG00000006282,DLPFC,standard,1,CHIP_TF,2,0.6484281248030259,2
ENSG00000006282,DLPFC,standard,1,DNASE,2,0.7803078095853052,2
ENSG00000006282,DLPFC,standard,1,RNA_SEQ,2,0.9950768001945073,2
ENSG00000006282,DLPFC,standard,2,CHIP_HISTONE,4,0.20044351477796835,4
ENSG00000006282,DLPFC,standard,2,CHIP_TF,4,0.5574175566434861,4
ENSG00000006282,DLPFC,standard,2,DNASE,4,0.5751571655273438,4
ENSG00000006282,DLPFC,standard,2,RNA_SEQ,4,0.6646588239818811,4
ENSG00000006282,PCC,ash,1,CHIP_HISTONE,3,0.23776041666666664,3
ENSG00000006282,PCC,ash,1,DNASE,3,0.4269192119439442,3
ENSG00000006282,PCC,ash,2,CHIP_HISTONE,6,0.3112477798946202,6
ENSG00000006282,PCC,ash,2,DNASE,6,0.2738046273589134,6
ENSG00000006282,PCC,inf,1,CHIP_HISTONE,3,0.23776041666666042,3
ENSG00000006282,PCC,inf,1,DNASE,3,0.426919211943881,3
ENSG00000006282,PCC,inf,2,CHIP_HISTONE,6,0.31124777989461205,6
ENSG00000006282,PCC,inf,2,DNASE,6,0.27380462735891514,6
ENSG00000006282,PCC,standard,1,CHIP_HISTONE,3,0.23776041666666667,3
ENSG00000006282,PCC,standard,1,DNASE,3,0.4269192119439443,3
ENSG00000006282,PCC,standard,2,CHIP_HISTONE,6,0.3112477798946202,6
ENSG00000006282,PCC,standard,2,DNASE,6,0.2738046273589134,6
ENSG00000006607,AC,ash,1,CHIP_HISTONE,23,0.4650389991698087,23
ENSG00000006607,AC,ash,1,RNA_SEQ,23,0.3837133345088703,23
ENSG00000006607,AC,ash,2,CHIP_HISTONE,1,0.10514011979103088,1
ENSG00000006607,AC,ash,2,RNA_SEQ,1,0.2806612253189087,1
ENSG00000006607,AC,inf,1,CHIP_HISTONE,29,0.4416327497036047,29
ENSG00000006607,AC,inf,1,RNA_SEQ,29,0.38195499312906167,29
ENSG00000006607,AC,inf,2,CHIP_HISTONE,1,0.10514011979103088,1
ENSG00000006607,AC,inf,2,RNA_SEQ,1,0.2806612253189087,1
ENSG00000006607,AC,standard,1,CHIP_HISTONE,26,0.4392328261485434,26
ENSG00000006607,AC,standard,1,RNA_SEQ,26,0.3836486974250974,26
ENSG00000006607,AC,standard,2,CHIP_HISTONE,1,0.10514011979103088,1
ENSG00000006607,AC,standard,2,RNA_SEQ,1,0.2806612253189087,1
ENSG00000006607,AC,standard,3,CHIP_HISTONE,16,0.493039264286956,16
ENSG00000006607,AC,standard,3,RNA_SEQ,16,0.39632557062302476,16
ENSG00000006607,DLPFC,ash,1,CHIP_HISTONE,14,0.2298039502877274,14
ENSG00000006607,DLPFC,ash,1,CHIP_TF,14,0.20939102141491506,14
ENSG00000006607,DLPFC,ash,1,DNASE,14,0.41670200896537685,14
ENSG00000006607,DLPFC,ash,1,RNA_SEQ,14,0.4730166577376368,14
ENSG00000006607,DLPFC,inf,1,CHIP_HISTONE,18,0.24615779032429655,18
ENSG00000006607,DLPFC,inf,1,CHIP_TF,18,0.2468906041526369,18
ENSG00000006607,DLPFC,inf,1,DNASE,18,0.42555445793039803,18
ENSG00000006607,DLPFC,inf,1,RNA_SEQ,18,0.45464744102237786,18
ENSG00000006607,DLPFC,inf,2,CHIP_HISTONE,2,0.3116178230851368,2
ENSG00000006607,DLPFC,inf,2,CHIP_TF,2,0.48573149526436715,2
ENSG00000006607,DLPFC,inf,2,DNASE,2,0.6384328673129356,2
ENSG00000006607,DLPFC,inf,2,RNA_SEQ,2,0.43528019879107055,2
ENSG00000006607,DLPFC,inf,3,CHIP_HISTONE,22,0.35550466021139665,22
ENSG00000006607,DLPFC,inf,3,CHIP_TF,22,0.5806891576408958,22
ENSG00000006607,DLPFC,inf,3,DNASE,22,0.532881158661083,22
ENSG00000006607,DLPFC,inf,3,RNA_SEQ,22,0.4377743061477781,22
ENSG00000006607,DLPFC,standard,1,CHIP_HISTONE,17,0.24683889175856072,17
ENSG00000006607,DLPFC,standard,1,CHIP_TF,17,0.24768449602930384,17
ENSG00000006607,DLPFC,standard,1,DNASE,17,0.42448682731460974,17
ENSG00000006607,DLPFC,standard,1,RNA_SEQ,17,0.4551271826498285,17
ENSG00000006607,DLPFC,standard,2,CHIP_HISTONE,2,0.314884933590145,2
ENSG00000006607,DLPFC,standard,2,CHIP_TF,2,0.4867154336213431,2
ENSG00000006607,DLPFC,standard,2,DNASE,2,0.6319748437755964,2
ENSG00000006607,DLPFC,standard,2,RNA_SEQ,2,0.43423061140715347,2
ENSG00000006607,DLPFC,standard,3,CHIP_HISTONE,19,0.358812803808078,19
ENSG00000006607,DLPFC,standard,3,CHIP_TF,19,0.587625113701444,19
ENSG00000006607,DLPFC,standard,3,DNASE,19,0.5342783662264787,19
ENSG00000006607,DLPFC,standard,3,RNA_SEQ,19,0.43868449173839646,19
ENSG00000006607,PCC,ash,1,CHIP_HISTONE,26,0.377225533952153,26
ENSG00000006607,PCC,ash,1,DNASE,26,0.5265168071217826,26
ENSG00000006607,PCC,inf,1,CHIP_HISTONE,26,0.38199199321495947,26
ENSG00000006607,PCC,inf,1,DNASE,26,0.5274295677349989,26
ENSG00000006607,PCC,inf,2,CHIP_HISTONE,3,0.24479164435335032,3
ENSG00000006607,PCC,inf,2,DNASE,3,0.6080892357354402,3
ENSG00000006607,PCC,standard,1,CHIP_HISTONE,25,0.3854220371154948,25
ENSG00000006607,PCC,standard,1,DNASE,25,0.5231880112952366,25
ENSG00000006607,PCC,standard,2,CHIP_HISTONE,3,0.21876454378946442,3
ENSG00000006607,PCC,standard,2,DNASE,3,0.6724524767364466,3
ENSG00000006740,AC,ash,1,CHIP_HISTONE,5,0.42845179031597935,5
ENSG00000006740,AC,ash,1,RNA_SEQ,5,0.4399106257543721,5
ENSG00000006740,AC,inf,1,CHIP_HISTONE,12,0.43223601671104395,12
ENSG00000006740,AC,inf,1,RNA_SEQ,12,0.4357597041684329,12
ENSG00000006740,AC,standard,1,CHIP_HISTONE,5,0.4274723799955171,5
ENSG00000006740,AC,standard,1,RNA_SEQ,5,0.4406514645741369,5
ENSG00000006740,PCC,ash,1,CHIP_HISTONE,5,0.43971259420240016,5
ENSG00000006740,PCC,ash,1,DNASE,5,0.4065075974844875,5
ENSG00000006740,PCC,inf,1,CHIP_HISTONE,5,0.4386475011948058,5
ENSG00000006740,PCC,inf,1,DNASE,5,0.4094332107756889,5
ENSG00000006740,PCC,standard,1,CHIP_HISTONE,5,0.43896302250413827,5
ENSG00000006740,PCC,standard,1,DNASE,5,0.40856653215733224,5
ENSG00000007402,AC,ash,1,CHIP_HISTONE,4,0.5855877132150569,4
ENSG00000007402,AC,ash,1,RNA_SEQ,4,0.4591043584731481,4
ENSG00000007402,AC,inf,1,CHIP_HISTONE,4,0.5836197825546418,4
ENSG00000007402,AC,inf,1,RNA_SEQ,4,0.4556977301736017,4
ENSG00000007402,AC,standard,1,CHIP_HISTONE,4,0.5877545774856897,4
ENSG00000007402,AC,standard,1,RNA_SEQ,4,0.46628615972875864,4
ENSG00000007923,AC,ash,1,CHIP_HISTONE,10,0.531838955084267,10
ENSG00000007923,AC,ash,1,RNA_SEQ,10,0.40475859781410406,10
ENSG00000007923,AC,ash,2,CHIP_HISTONE,4,0.43758399413959775,4
ENSG00000007923,AC,ash,2,RNA_SEQ,4,0.10596307926727146,4
ENSG00000007923,AC,inf,2,CHIP_HISTONE,4,0.43739646189698234,4
ENSG00000007923,AC,inf,2,RNA_SEQ,4,0.10637452550761134,4
ENSG00000007923,AC,standard,2,CHIP_HISTONE,4,0.4349082204033931,4
ENSG00000007923,AC,standard,2,RNA_SEQ,4,0.11183373397929228,4
ENSG00000007923,DLPFC,ash,2,CHIP_HISTONE,4,0.2827111069495684,4
ENSG00000007923,DLPFC,ash,2,CHIP_TF,4,0.4727992928667534,4
ENSG00000007923,DLPFC,ash,2,DNASE,4,0.42289865646034497,4
ENSG00000007923,DLPFC,ash,2,RNA_SEQ,4,0.3469962550977972,4
ENSG00000007923,DLPFC,inf,2,CHIP_HISTONE,4,0.2850665116724343,4
ENSG00000007923,DLPFC,inf,2,CHIP_TF,4,0.4724454994597495,4
ENSG00000007923,DLPFC,inf,2,DNASE,4,0.42530092006818415,4
ENSG00000007923,DLPFC,inf,2,RNA_SEQ,4,0.34118524769032144,4
ENSG00000007923,DLPFC,standard,2,CHIP_HISTONE,4,0.28697899865433824,4
ENSG00000007923,DLPFC,standard,2,CHIP_TF,4,0.472158234482062,4
ENSG00000007923,DLPFC,standard,2,DNASE,4,0.4272514544423824,4
ENSG00000007923,DLPFC,standard,2,RNA_SEQ,4,0.33646696046322755,4
ENSG00000007923,PCC,ash,1,CHIP_HISTONE,1,0.14216779805719854,1
ENSG00000007923,PCC,ash,1,DNASE,1,0.3633044362068176,1
ENSG00000007923,PCC,standard,1,CHIP_HISTONE,1,0.14216779805719854,1
ENSG00000007923,PCC,standard,1,DNASE,1,0.3633044362068176,1
ENSG00000008018,AC,ash,1,CHIP_HISTONE,20,0.40254075780946824,20
ENSG00000008018,AC,ash,1,RNA_SEQ,20,0.4741926308348306,20
ENSG00000008018,AC,inf,1,CHIP_HISTONE,21,0.3957936707706887,21
ENSG00000008018,AC,inf,1,RNA_SEQ,21,0.47199413360924125,21
ENSG00000008018,AC,standard,1,CHIP_HISTONE,20,0.4056989026041975,20
ENSG00000008018,AC,standard,1,RNA_SEQ,20,0.4746607088681791,20
ENSG00000008018,DLPFC,ash,1,CHIP_HISTONE,27,0.20541657916990072,27
ENSG00000008018,DLPFC,ash,1,CHIP_TF,27,0.42212598319599154,27
ENSG00000008018,DLPFC,ash,1,DNASE,27,0.385128155859035,27
ENSG00000008018,DLPFC,ash,1,RNA_SEQ,27,0.45503739904811547,27
ENSG00000008018,DLPFC,inf,1,CHIP_HISTONE,28,0.21260612516208519,28
ENSG00000008018,DLPFC,inf,1,CHIP_TF,28,0.4149402494907139,28
ENSG00000008018,DLPFC,inf,1,DNASE,28,0.39463510447471617,28
ENSG00000008018,DLPFC,inf,1,RNA_SEQ,28,0.4657886586691565,28
ENSG00000008018,DLPFC,standard,1,CHIP_HISTONE,28,0.21260612514256585,28
ENSG00000008018,DLPFC,standard,1,CHIP_TF,28,0.414940249506336,28
ENSG00000008018,DLPFC,standard,1,DNASE,28,0.3946351044294358,28
ENSG00000008018,DLPFC,standard,1,RNA_SEQ,28,0.46578865865742686,28
ENSG00000008118,AC,ash,1,CHIP_HISTONE,18,0.22078538178364915,18
ENSG00000008118,AC,ash,1,RNA_SEQ,18,0.6604683418120516,18
ENSG00000008118,AC,inf,1,CHIP_HISTONE,19,0.22537488785726772,19
ENSG00000008118,AC,inf,1,RNA_SEQ,19,0.6500439660767929,19
ENSG00000008118,AC,standard,1,CHIP_HISTONE,18,0.22057709757707103,18
ENSG00000008118,AC,standard,1,RNA_SEQ,18,0.6642942361689718,18
ENSG00000008118,DLPFC,ash,1,CHIP_HISTONE,7,0.3575523858634892,7
ENSG00000008118,DLPFC,ash,1,CHIP_TF,7,0.31439177241816185,7
ENSG00000008118,DLPFC,ash,1,DNASE,7,0.47665973914805554,7
ENSG00000008118,DLPFC,ash,1,RNA_SEQ,7,0.7085361791362053,7
ENSG00000008118,DLPFC,inf,1,CHIP_HISTONE,7,0.355356439774074,7
ENSG00000008118,DLPFC,inf,1,CHIP_TF,7,0.31845347861560136,7
ENSG00000008118,DLPFC,inf,1,DNASE,7,0.4780614708000154,7
ENSG00000008118,DLPFC,inf,1,RNA_SEQ,7,0.7056417798972039,7
ENSG00000008118,DLPFC,standard,1,CHIP_HISTONE,7,0.3549894068088225,7
ENSG00000008118,DLPFC,standard,1,CHIP_TF,7,0.3190556334320659,7
ENSG00000008118,DLPFC,standard,1,DNASE,7,0.47823798134276635,7
ENSG00000008118,DLPFC,standard,1,RNA_SEQ,7,0.7053215080111721,7
ENSG00000008118,PCC,ash,1,CHIP_HISTONE,16,0.3760567061769943,16
ENSG00000008118,PCC,ash,1,DNASE,16,0.48781417907161695,16
ENSG00000008283,AC,ash,1,CHIP_HISTONE,1,0.31418702751398087,1
ENSG00000008283,AC,ash,1,RNA_SEQ,1,0.38316118717193604,1
ENSG00000008283,AC,inf,1,CHIP_HISTONE,1,0.31418702751398087,1
ENSG00000008283,AC,inf,1,RNA_SEQ,1,0.38316118717193604,1
ENSG00000008283,AC,standard,1,CHIP_HISTONE,1,0.31418702751398087,1
ENSG00000008283,AC,standard,1,RNA_SEQ,1,0.38316118717193604,1
ENSG00000008283,DLPFC,ash,1,CHIP_HISTONE,2,0.27537774776279766,2
ENSG00000008283,DLPFC,ash,1,CHIP_TF,2,0.28195494361268514,2
ENSG00000008283,DLPFC,ash,1,DNASE,2,0.4794111230209339,2
ENSG00000008283,DLPFC,ash,1,RNA_SEQ,2,0.3889881312988608,2
ENSG00000008283,DLPFC,ash,2,CHIP_HISTONE,4,0.410529648652196,4
ENSG00000008283,DLPFC,ash,2,CHIP_TF,4,0.46690405688520314,4
ENSG00000008283,DLPFC,ash,2,DNASE,4,0.5078497819474374,4
ENSG00000008283,DLPFC,ash,2,RNA_SEQ,4,0.3750809452388681,4
ENSG00000008283,DLPFC,inf,1,CHIP_HISTONE,2,0.27485978959343443,2
ENSG00000008283,DLPFC,inf,1,CHIP_TF,2,0.2816391132534118,2
ENSG00000008283,DLPFC,inf,1,DNASE,2,0.4797966530661994,2
