"gene_id","tissue","method","cs_id","modality","n_scored","cs_score","cs_size","signal_id","group"
"ENSG00000005156","AC","inf",1,"CHIP_HISTONE",9,0.464364940406511,9,1381,"Consensus"
"ENSG00000005156","AC","inf",1,"RNA_SEQ",9,0.459774923871984,9,1381,"Consensus"
"ENSG00000005156","AC","inf",2,"CHIP_HISTONE",23,0.35098232400845,23,1382,"Consensus"
"ENSG00000005156","AC","inf",2,"RNA_SEQ",23,0.54722053409872,23,1382,"Consensus"
"ENSG00000005156","AC","standard",1,"CHIP_HISTONE",9,0.460305333688455,9,1381,"Consensus"
"ENSG00000005156","AC","standard",1,"RNA_SEQ",9,0.454218621832061,9,1381,"Consensus"
"ENSG00000005156","AC","standard",2,"CHIP_HISTONE",22,0.345777181865773,22,1382,"Consensus"
"ENSG00000005156","AC","standard",2,"RNA_SEQ",22,0.548870573075598,22,1382,"Consensus"
"ENSG00000005156","DLPFC","ash",1,"CHIP_HISTONE",8,0.25725055350481,8,1384,"Consensus"
"ENSG00000005156","DLPFC","ash",1,"CHIP_TF",8,0.42668779875615,8,1384,"Consensus"
"ENSG00000005156","DLPFC","ash",1,"DNASE",8,0.447393832789326,8,1384,"Consensus"
"ENSG00000005156","DLPFC","ash",1,"RNA_SEQ",8,0.419146725754813,8,1384,"Consensus"
"ENSG00000005156","DLPFC","ash",2,"CHIP_HISTONE",21,0.433471981471272,21,1383,"Consensus"
"ENSG00000005156","DLPFC","ash",2,"CHIP_TF",21,0.650781069854447,21,1383,"Consensus"
"ENSG00000005156","DLPFC","ash",2,"DNASE",21,0.602811732260257,21,1383,"Consensus"
"ENSG00000005156","DLPFC","ash",2,"RNA_SEQ",21,0.688215743700682,21,1383,"Consensus"
"ENSG00000005156","DLPFC","inf",1,"CHIP_HISTONE",8,0.247973331617461,8,1384,"Consensus"
"ENSG00000005156","DLPFC","inf",1,"CHIP_TF",8,0.432320072606983,8,1384,"Consensus"
"ENSG00000005156","DLPFC","inf",1,"DNASE",8,0.44360350624882,8,1384,"Consensus"
"ENSG00000005156","DLPFC","inf",1,"RNA_SEQ",8,0.417540616822937,8,1384,"Consensus"
"ENSG00000005156","DLPFC","inf",2,"CHIP_HISTONE",22,0.436575850837559,22,1383,"Consensus"
"ENSG00000005156","DLPFC","inf",2,"CHIP_TF",22,0.655255964534175,22,1383,"Consensus"
"ENSG00000005156","DLPFC","inf",2,"DNASE",22,0.605112913789878,22,1383,"Consensus"
"ENSG00000005156","DLPFC","inf",2,"RNA_SEQ",22,0.688451366834605,22,1383,"Consensus"
"ENSG00000005156","DLPFC","standard",1,"CHIP_HISTONE",8,0.25593979651574,8,1384,"Consensus"
"ENSG00000005156","DLPFC","standard",1,"CHIP_TF",8,0.41178216149644,8,1384,"Consensus"
"ENSG00000005156","DLPFC","standard",1,"DNASE",8,0.439222243407845,8,1384,"Consensus"
"ENSG00000005156","DLPFC","standard",1,"RNA_SEQ",8,0.410797172216525,8,1384,"Consensus"
"ENSG00000005156","DLPFC","standard",2,"CHIP_HISTONE",22,0.436575850256177,22,1383,"Consensus"
"ENSG00000005156","DLPFC","standard",2,"CHIP_TF",22,0.655255964081947,22,1383,"Consensus"
"ENSG00000005156","DLPFC","standard",2,"DNASE",22,0.605112913572433,22,1383,"Consensus"
"ENSG00000005156","DLPFC","standard",2,"RNA_SEQ",22,0.688451366204845,22,1383,"Consensus"
"ENSG00000005156","PCC","ash",1,"CHIP_HISTONE",21,0.337174805688554,21,1385,"Consensus"
"ENSG00000005156","PCC","ash",1,"DNASE",21,0.643700311621771,21,1385,"Consensus"
"ENSG00000005156","PCC","inf",1,"CHIP_HISTONE",21,0.328744732537616,21,1385,"Consensus"
"ENSG00000005156","PCC","inf",1,"DNASE",21,0.636400624244026,21,1385,"Consensus"
"ENSG00000005156","PCC","standard",1,"CHIP_HISTONE",21,0.340564994262206,21,1385,"Consensus"
"ENSG00000005156","PCC","standard",1,"DNASE",21,0.645077366931999,21,1385,"Consensus"
"ENSG00000005194","AC","ash",1,"CHIP_HISTONE",2,0.200614269822836,2,1211,"Consensus"
"ENSG00000005194","AC","ash",1,"RNA_SEQ",2,0.446281209588051,2,1211,"Consensus"
"ENSG00000005194","AC","inf",1,"CHIP_HISTONE",2,0.200614269822836,2,1211,"Consensus"
"ENSG00000005194","AC","inf",1,"RNA_SEQ",2,0.446281209588051,2,1211,"Consensus"
"ENSG00000005194","AC","standard",1,"CHIP_HISTONE",2,0.200614269822836,2,1211,"Consensus"
"ENSG00000005194","AC","standard",1,"RNA_SEQ",2,0.446281209588051,2,1211,"Consensus"
"ENSG00000005436","AC","ash",1,"CHIP_HISTONE",21,0.34647079331815,21,2537,"Consensus"
"ENSG00000005436","AC","ash",1,"RNA_SEQ",21,0.584254260085915,21,2537,"Consensus"
"ENSG00000005436","AC","inf",1,"CHIP_HISTONE",22,0.342362393764874,22,2537,"Consensus"
"ENSG00000005436","AC","inf",1,"RNA_SEQ",22,0.58918707275886,22,2537,"Consensus"
"ENSG00000005436","AC","standard",1,"CHIP_HISTONE",21,0.347136527319248,21,2537,"Consensus"
"ENSG00000005436","AC","standard",1,"RNA_SEQ",21,0.583071032192459,21,2537,"Consensus"
"ENSG00000005436","PCC","ash",1,"CHIP_HISTONE",27,0.330146686307034,27,2538,"Consensus"
"ENSG00000005436","PCC","ash",1,"DNASE",27,0.549801702417466,27,2538,"Consensus"
"ENSG00000005436","PCC","inf",1,"CHIP_HISTONE",28,0.331769011799249,28,2538,"Consensus"
"ENSG00000005436","PCC","inf",1,"DNASE",28,0.567815312496535,28,2538,"Consensus"
"ENSG00000005436","PCC","standard",1,"CHIP_HISTONE",28,0.333512531911022,28,2538,"Consensus"
"ENSG00000005436","PCC","standard",1,"DNASE",28,0.547275884027492,28,2538,"Consensus"
"ENSG00000006282","AC","ash",1,"CHIP_HISTONE",1,0.353045733831823,1,1388,"Consensus"
"ENSG00000006282","AC","ash",1,"RNA_SEQ",1,0.966869354248047,1,1388,"Consensus"
"ENSG00000006282","AC","ash",2,"CHIP_HISTONE",3,0.237760416666667,3,1387,"Consensus"
"ENSG00000006282","AC","ash",2,"RNA_SEQ",3,0.700594743092855,3,1387,"Consensus"
"ENSG00000006282","AC","inf",1,"CHIP_HISTONE",1,0.353045733831823,1,1388,"Consensus"
"ENSG00000006282","AC","inf",1,"RNA_SEQ",1,0.966869354248047,1,1388,"Consensus"
"ENSG00000006282","AC","inf",2,"CHIP_HISTONE",3,0.237760416666655,3,1387,"Consensus"
"ENSG00000006282","AC","inf",2,"RNA_SEQ",3,0.700594743092955,3,1387,"Consensus"
"ENSG00000006282","AC","inf",4,"CHIP_HISTONE",5,0.573035988469947,5,1389,"Inf-specific"
"ENSG00000006282","AC","inf",4,"RNA_SEQ",5,0.971585809818261,5,1389,"Inf-specific"
"ENSG00000006282","AC","standard",1,"CHIP_HISTONE",1,0.353045733831823,1,1388,"Consensus"
"ENSG00000006282","AC","standard",1,"RNA_SEQ",1,0.966869354248047,1,1388,"Consensus"
"ENSG00000006282","AC","standard",2,"CHIP_HISTONE",3,0.237760416666667,3,1387,"Consensus"
"ENSG00000006282","AC","standard",2,"RNA_SEQ",3,0.700594743092855,3,1387,"Consensus"
"ENSG00000006282","AC","standard",3,"CHIP_HISTONE",1,0.717810106277466,1,1386,"Standard-specific"
"ENSG00000006282","AC","standard",3,"RNA_SEQ",1,0.343112081289291,1,1386,"Standard-specific"
"ENSG00000006282","DLPFC","ash",1,"CHIP_HISTONE",2,0.566418338172524,2,1391,"Consensus"
"ENSG00000006282","DLPFC","ash",1,"CHIP_TF",2,0.664853495189841,2,1391,"Consensus"
"ENSG00000006282","DLPFC","ash",1,"DNASE",2,0.800505687704449,2,1391,"Consensus"
"ENSG00000006282","DLPFC","ash",1,"RNA_SEQ",2,0.995725678369621,2,1391,"Consensus"
"ENSG00000006282","DLPFC","ash",2,"CHIP_HISTONE",4,0.200443514777968,4,1390,"Consensus"
"ENSG00000006282","DLPFC","ash",2,"CHIP_TF",4,0.557417556643486,4,1390,"Consensus"
"ENSG00000006282","DLPFC","ash",2,"DNASE",4,0.575157165527344,4,1390,"Consensus"
"ENSG00000006282","DLPFC","ash",2,"RNA_SEQ",4,0.664658823981881,4,1390,"Consensus"
"ENSG00000006282","DLPFC","inf",1,"CHIP_HISTONE",2,0.560538679109987,2,1391,"Consensus"
"ENSG00000006282","DLPFC","inf",1,"CHIP_TF",2,0.648770088427099,2,1391,"Consensus"
"ENSG00000006282","DLPFC","inf",1,"DNASE",2,0.780728313929351,2,1391,"Consensus"
"ENSG00000006282","DLPFC","inf",1,"RNA_SEQ",2,0.995090309340853,2,1391,"Consensus"
"ENSG00000006282","DLPFC","inf",2,"CHIP_HISTONE",4,0.200443514777981,4,1390,"Consensus"
"ENSG00000006282","DLPFC","inf",2,"CHIP_TF",4,0.557417556643504,4,1390,"Consensus"
"ENSG00000006282","DLPFC","inf",2,"DNASE",4,0.575157165527333,4,1390,"Consensus"
"ENSG00000006282","DLPFC","inf",2,"RNA_SEQ",4,0.664658823981903,4,1390,"Consensus"
"ENSG00000006282","DLPFC","standard",1,"CHIP_HISTONE",2,0.560413666446252,2,1391,"Consensus"
"ENSG00000006282","DLPFC","standard",1,"CHIP_TF",2,0.648428124803026,2,1391,"Consensus"
"ENSG00000006282","DLPFC","standard",1,"DNASE",2,0.780307809585305,2,1391,"Consensus"
"ENSG00000006282","DLPFC","standard",1,"RNA_SEQ",2,0.995076800194507,2,1391,"Consensus"
"ENSG00000006282","DLPFC","standard",2,"CHIP_HISTONE",4,0.200443514777968,4,1390,"Consensus"
"ENSG00000006282","DLPFC","standard",2,"CHIP_TF",4,0.557417556643486,4,1390,"Consensus"
"ENSG00000006282","DLPFC","standard",2,"DNASE",4,0.575157165527344,4,1390,"Consensus"
"ENSG00000006282","DLPFC","standard",2,"RNA_SEQ",4,0.664658823981881,4,1390,"Consensus"
"ENSG00000006282","PCC","ash",1,"CHIP_HISTONE",3,0.237760416666667,3,1393,"Consensus"
"ENSG00000006282","PCC","ash",1,"DNASE",3,0.426919211943944,3,1393,"Consensus"
"ENSG00000006282","PCC","ash",2,"CHIP_HISTONE",6,0.31124777989462,6,1392,"Consensus"
"ENSG00000006282","PCC","ash",2,"DNASE",6,0.273804627358913,6,1392,"Consensus"
"ENSG00000006282","PCC","inf",1,"CHIP_HISTONE",3,0.23776041666666,3,1393,"Consensus"
"ENSG00000006282","PCC","inf",1,"DNASE",3,0.426919211943881,3,1393,"Consensus"
"ENSG00000006282","PCC","inf",2,"CHIP_HISTONE",6,0.311247779894612,6,1392,"Consensus"
"ENSG00000006282","PCC","inf",2,"DNASE",6,0.273804627358915,6,1392,"Consensus"
"ENSG00000006282","PCC","standard",1,"CHIP_HISTONE",3,0.237760416666667,3,1393,"Consensus"
"ENSG00000006282","PCC","standard",1,"DNASE",3,0.426919211943944,3,1393,"Consensus"
"ENSG00000006282","PCC","standard",2,"CHIP_HISTONE",6,0.31124777989462,6,1392,"Consensus"
"ENSG00000006282","PCC","standard",2,"DNASE",6,0.273804627358913,6,1392,"Consensus"
"ENSG00000006607","AC","ash",1,"CHIP_HISTONE",23,0.465038999169809,23,2541,"Consensus"
"ENSG00000006607","AC","ash",1,"RNA_SEQ",23,0.38371333450887,23,2541,"Consensus"
"ENSG00000006607","AC","ash",2,"CHIP_HISTONE",1,0.105140119791031,1,2540,"Consensus"
"ENSG00000006607","AC","ash",2,"RNA_SEQ",1,0.280661225318909,1,2540,"Consensus"
"ENSG00000006607","AC","inf",1,"CHIP_HISTONE",29,0.441632749703605,29,2541,"Consensus"
"ENSG00000006607","AC","inf",1,"RNA_SEQ",29,0.381954993129062,29,2541,"Consensus"
"ENSG00000006607","AC","inf",2,"CHIP_HISTONE",1,0.105140119791031,1,2540,"Consensus"
"ENSG00000006607","AC","inf",2,"RNA_SEQ",1,0.280661225318909,1,2540,"Consensus"
"ENSG00000006607","AC","standard",1,"CHIP_HISTONE",26,0.439232826148543,26,2541,"Consensus"
"ENSG00000006607","AC","standard",1,"RNA_SEQ",26,0.383648697425097,26,2541,"Consensus"
"ENSG00000006607","AC","standard",2,"CHIP_HISTONE",1,0.105140119791031,1,2540,"Consensus"
"ENSG00000006607","AC","standard",2,"RNA_SEQ",1,0.280661225318909,1,2540,"Consensus"
"ENSG00000006607","AC","standard",3,"CHIP_HISTONE",16,0.493039264286956,16,2539,"Standard-specific"
"ENSG00000006607","AC","standard",3,"RNA_SEQ",16,0.396325570623025,16,2539,"Standard-specific"
"ENSG00000006607","DLPFC","ash",1,"CHIP_HISTONE",14,0.229803950287727,14,2542,"Consensus"
"ENSG00000006607","DLPFC","ash",1,"CHIP_TF",14,0.209391021414915,14,2542,"Consensus"
"ENSG00000006607","DLPFC","ash",1,"DNASE",14,0.416702008965377,14,2542,"Consensus"
"ENSG00000006607","DLPFC","ash",1,"RNA_SEQ",14,0.473016657737637,14,2542,"Consensus"
"ENSG00000006607","DLPFC","inf",1,"CHIP_HISTONE",18,0.246157790324297,18,2542,"Consensus"
"ENSG00000006607","DLPFC","inf",1,"CHIP_TF",18,0.246890604152637,18,2542,"Consensus"
"ENSG00000006607","DLPFC","inf",1,"DNASE",18,0.425554457930398,18,2542,"Consensus"
"ENSG00000006607","DLPFC","inf",1,"RNA_SEQ",18,0.454647441022378,18,2542,"Consensus"
"ENSG00000006607","DLPFC","inf",2,"CHIP_HISTONE",2,0.311617823085137,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","inf",2,"CHIP_TF",2,0.485731495264367,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","inf",2,"DNASE",2,0.638432867312936,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","inf",2,"RNA_SEQ",2,0.435280198791071,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","inf",3,"CHIP_HISTONE",22,0.355504660211397,22,2544,"Standard+Inf"
"ENSG00000006607","DLPFC","inf",3,"CHIP_TF",22,0.580689157640896,22,2544,"Standard+Inf"
"ENSG00000006607","DLPFC","inf",3,"DNASE",22,0.532881158661083,22,2544,"Standard+Inf"
"ENSG00000006607","DLPFC","inf",3,"RNA_SEQ",22,0.437774306147778,22,2544,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",1,"CHIP_HISTONE",17,0.246838891758561,17,2542,"Consensus"
"ENSG00000006607","DLPFC","standard",1,"CHIP_TF",17,0.247684496029304,17,2542,"Consensus"
"ENSG00000006607","DLPFC","standard",1,"DNASE",17,0.42448682731461,17,2542,"Consensus"
"ENSG00000006607","DLPFC","standard",1,"RNA_SEQ",17,0.455127182649828,17,2542,"Consensus"
"ENSG00000006607","DLPFC","standard",2,"CHIP_HISTONE",2,0.314884933590145,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",2,"CHIP_TF",2,0.486715433621343,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",2,"DNASE",2,0.631974843775596,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",2,"RNA_SEQ",2,0.434230611407153,2,2543,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",3,"CHIP_HISTONE",19,0.358812803808078,19,2544,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",3,"CHIP_TF",19,0.587625113701444,19,2544,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",3,"DNASE",19,0.534278366226479,19,2544,"Standard+Inf"
"ENSG00000006607","DLPFC","standard",3,"RNA_SEQ",19,0.438684491738396,19,2544,"Standard+Inf"
"ENSG00000006607","PCC","ash",1,"CHIP_HISTONE",26,0.377225533952153,26,2545,"Consensus"
"ENSG00000006607","PCC","ash",1,"DNASE",26,0.526516807121783,26,2545,"Consensus"
"ENSG00000006607","PCC","inf",1,"CHIP_HISTONE",26,0.381991993214959,26,2545,"Consensus"
"ENSG00000006607","PCC","inf",1,"DNASE",26,0.527429567734999,26,2545,"Consensus"
"ENSG00000006607","PCC","inf",2,"CHIP_HISTONE",3,0.24479164435335,3,2546,"Standard+Inf"
"ENSG00000006607","PCC","inf",2,"DNASE",3,0.60808923573544,3,2546,"Standard+Inf"
"ENSG00000006607","PCC","standard",1,"CHIP_HISTONE",25,0.385422037115495,25,2545,"Consensus"
"ENSG00000006607","PCC","standard",1,"DNASE",25,0.523188011295237,25,2545,"Consensus"
"ENSG00000006607","PCC","standard",2,"CHIP_HISTONE",3,0.218764543789464,3,2546,"Standard+Inf"
"ENSG00000006607","PCC","standard",2,"DNASE",3,0.672452476736447,3,2546,"Standard+Inf"
"ENSG00000006740","AC","ash",1,"CHIP_HISTONE",5,0.428451790315979,5,1394,"Standard+ASH"
"ENSG00000006740","AC","ash",1,"RNA_SEQ",5,0.439910625754372,5,1394,"Standard+ASH"
"ENSG00000006740","AC","inf",1,"CHIP_HISTONE",12,0.432236016711044,12,1395,"Inf-specific"
"ENSG00000006740","AC","inf",1,"RNA_SEQ",12,0.435759704168433,12,1395,"Inf-specific"
"ENSG00000006740","AC","standard",1,"CHIP_HISTONE",5,0.427472379995517,5,1394,"Standard+ASH"
"ENSG00000006740","AC","standard",1,"RNA_SEQ",5,0.440651464574137,5,1394,"Standard+ASH"
"ENSG00000006740","PCC","ash",1,"CHIP_HISTONE",5,0.4397125942024,5,1396,"Consensus"
"ENSG00000006740","PCC","ash",1,"DNASE",5,0.406507597484488,5,1396,"Consensus"
"ENSG00000006740","PCC","inf",1,"CHIP_HISTONE",5,0.438647501194806,5,1396,"Consensus"
"ENSG00000006740","PCC","inf",1,"DNASE",5,0.409433210775689,5,1396,"Consensus"
"ENSG00000006740","PCC","standard",1,"CHIP_HISTONE",5,0.438963022504138,5,1396,"Consensus"
"ENSG00000006740","PCC","standard",1,"DNASE",5,0.408566532157332,5,1396,"Consensus"
"ENSG00000007402","AC","ash",1,"CHIP_HISTONE",4,0.585587713215057,4,2902,"Consensus"
"ENSG00000007402","AC","ash",1,"RNA_SEQ",4,0.459104358473148,4,2902,"Consensus"
"ENSG00000007402","AC","inf",1,"CHIP_HISTONE",4,0.583619782554642,4,2902,"Consensus"
"ENSG00000007402","AC","inf",1,"RNA_SEQ",4,0.455697730173602,4,2902,"Consensus"
"ENSG00000007402","AC","standard",1,"CHIP_HISTONE",4,0.58775457748569,4,2902,"Consensus"
"ENSG00000007402","AC","standard",1,"RNA_SEQ",4,0.466286159728759,4,2902,"Consensus"
"ENSG00000007923","AC","ash",1,"CHIP_HISTONE",10,0.531838955084267,10,1797,"ASH-specific"
"ENSG00000007923","AC","ash",1,"RNA_SEQ",10,0.404758597814104,10,1797,"ASH-specific"
